defcon33,1754586000,1754852400
0,HAM_DIGITAL_1,flags-archive/defcon33/HD1-MT63-500L-sandbox.wav,usb,48000,,60,90,905550,,
1,HAM_DIGITAL_2,flags-archive/defcon33/HD2-RTTY-75N-duckling.wav,nbfm,48000,,60,90,443925,,
2,HAM_DIGITAL_3,flags-archive/defcon33/HD3-Olivia-32-1K-mower.wav,nbfm,48000,,60,90,910550,,
3,HAM_DIGITAL_4,flags-archive/defcon33/HD4-BPSK-125-wagon.wav,usb,48000,,60,90,145650,,
4,HAM_DIGITAL_5,flags-archive/defcon33/HD5-THOR8-Rotational.wav,usb,48000,,60,90,ham_440,,
5,HAM_DIGITAL_6,flags-archive/defcon33/HD6-HELLX5-rubberducky.wav,usb,48000,,60,90,ham_144,,
6,HAM MORSE 1,HAM MORSE 1: CHECK THE TPMS IN THIS COZY COUPE,cw,35,,60,90,909090,,
7,HAM MORSE 2,HAM MORSE 2: NOTHING ROCKS LIKE THIS ROCKING HORSE,cw,45,,60,90,429675,,
8,HAM MORSE 3,HAM MORSE 3: BIG BLUE ELEPHANT SLIDE,cw,55,,60,90,905850,,
9,HAM MORSE 4,HAM MORSE 4: STACKING THOSE RF BUILDING BLOCKS,cw,65,,60,90,146980,,
10,SDR_ASK_1,SDR_ASK_1: Match the shape to the hole to complete this puzzle,ask,,,60,90,448920,,
11,SDR_ASK_2,SDR_ASK_2: T-Ball in primary colors and durable plastic,ask,,,60,90,145870,,
12,SDR_ASK_3,SDR_ASK_3: Jim Mariol designed the Cozy Coupe in 1979,ask,,,60,90,906950,,
13,SDR_ASK_4,SDR_ASK_4: Take a look through that View-Master stereoscope from the 1939 New York World's Fair,ask,,,60,90,ham_900,,
14,POCSAG_RX,A kit fox is not a fox kit unless it is a kit fox kit.,pocsag,1332025,,60,90,444500,,
15,LRS_RX,-s 33 -p 25 -pf 4,lrs,,,60,90,467750,,
16,HAM_SSTV_1,flags-archive/defcon33/defcon33-sstv.wav,usb,48000,,60,90,145700,,
17,POCSAG_TX,Transmit your team name via 1200bps POCSAG to 145.600MHz capcode 2025033 for more points.,pocsag,1332025,,60,90,444500,,
